id,img_num,number_of_houses
1930,1000000001663.jpg,11
1931,1000000001354.jpg,5
1932,1000000002924.jpg,2
1933,1000000002944.jpg,2
1934,1000000001643.jpg,8
1935,1000000001051.jpg,6
1936,1000000000795.jpg,1
1937,1000000002693.jpg,15
1938,1000000001597.jpg,8
1939,1000000002604.jpg,5
1940,1000000002729.jpg,3
1941,1000000002625.jpg,25
1942,1000000001819.jpg,1
1943,1000000001722.jpg,6
1944,1000000001183.jpg,22
1945,1000000002572.jpg,2
1946,1000000001059.jpg,12
1947,1000000000540.jpg,4
1948,1000000001678.jpg,14
1949,1000000002796.jpg,7
1950,1000000002955.jpg,4
1951,1000000002532.jpg,6
1952,1000000001757.jpg,4
1953,1000000001923.jpg,12
1954,1000000000095.jpg,12
1955,1000000001020.jpg,6
1956,1000000000563.jpg,8
1957,1000000002790.jpg,8
1958,1000000000863.jpg,8
1959,1000000001484.jpg,15
1960,1000000001881.jpg,4
1961,1000000001038.jpg,1
1962,1000000000206.jpg,4
1963,1000000000392.jpg,14
1964,1000000002842.jpg,6
1965,1000000000870.jpg,19
1966,1000000000397.jpg,6
1967,1000000002814.jpg,5
1968,1000000002882.jpg,8
1969,1000000001028.jpg,2
1970,1000000002690.jpg,16
1971,1000000001485.jpg,10
1972,1000000002660.jpg,1
1973,1000000000960.jpg,2
1974,1000000001570.jpg,6
1975,1000000002773.jpg,15
1976,1000000001895.jpg,10
1977,1000000002731.jpg,11
1978,1000000002146.jpg,7
1979,1000000000804.jpg,7
1980,1000000001751.jpg,16
1981,1000000002454.jpg,8
1982,1000000000502.jpg,2
1983,1000000000779.jpg,10
1984,1000000001863.jpg,2
1985,1000000000200.jpg,14
1986,1000000002182.jpg,9
1987,1000000002088.jpg,10
1988,1000000002278.jpg,2
1989,1000000001796.jpg,11
1990,1000000000378.jpg,8
1991,1000000002336.jpg,7
1992,1000000000418.jpg,3
1993,1000000001698.jpg,8
1994,1000000000391.jpg,11
1995,1000000002640.jpg,6
1996,1000000001522.jpg,9
1997,1000000001162.jpg,2
1998,1000000001495.jpg,9
1999,1000000002695.jpg,14
2000,1000000002027.jpg,8
2001,1000000001152.jpg,4
2002,1000000001367.jpg,14
2003,1000000002568.jpg,7
2004,1000000000064.jpg,13
2005,1000000002062.jpg,5
2006,1000000001180.jpg,7
2007,1000000000492.jpg,1
2008,1000000000379.jpg,11
2009,1000000002235.jpg,7
2010,1000000000763.jpg,14
2011,1000000002264.jpg,4
2012,1000000000791.jpg,13
2013,1000000001076.jpg,17
2014,1000000000878.jpg,14
2015,1000000000337.jpg,6
2016,1000000002767.jpg,6
2017,1000000002343.jpg,14
2018,1000000001016.jpg,5
2019,1000000001275.jpg,10
2020,1000000000455.jpg,17
2021,1000000000815.jpg,19
2022,1000000002317.jpg,5
2023,1000000000995.jpg,19
2024,1000000001981.jpg,8
2025,1000000000201.jpg,5
2026,1000000000161.jpg,7
2027,1000000001579.jpg,15
2028,1000000002777.jpg,7
2029,1000000002449.jpg,8
2030,1000000000702.jpg,11
2031,1000000001500.jpg,10
2032,1000000001129.jpg,11
2033,1000000002613.jpg,13
2034,1000000001021.jpg,1
2035,1000000001585.jpg,10
2036,1000000001955.jpg,2
2037,1000000002253.jpg,2
2038,1000000000034.jpg,4
2039,1000000000775.jpg,10
2040,1000000002556.jpg,10
2041,1000000001478.jpg,1
2042,1000000001390.jpg,9
2043,1000000002139.jpg,4
2044,1000000001363.jpg,7
2045,1000000002612.jpg,6
2046,1000000002824.jpg,1
2047,1000000002041.jpg,2
2048,1000000000241.jpg,11
2049,1000000002061.jpg,5
2050,1000000002363.jpg,6
2051,1000000000600.jpg,10
2052,1000000002435.jpg,1
2053,1000000001297.jpg,4
2054,1000000002214.jpg,4
2055,1000000002888.jpg,4
2056,1000000002068.jpg,13
2057,1000000000646.jpg,8
2058,1000000001528.jpg,15
2059,1000000002879.jpg,4
2060,1000000001267.jpg,7
2061,1000000001899.jpg,3
2062,1000000000562.jpg,5
2063,1000000002734.jpg,20
2064,1000000000189.jpg,6
2065,1000000001806.jpg,2
2066,1000000000975.jpg,2
2067,1000000002747.jpg,4
2068,1000000002047.jpg,14
2069,1000000002558.jpg,3
2070,1000000001082.jpg,13
2071,1000000000474.jpg,18
2072,1000000002904.jpg,17
2073,1000000000747.jpg,13
2074,1000000002300.jpg,3
2075,1000000000021.jpg,13
2076,1000000000459.jpg,14
2077,1000000001184.jpg,13
2078,1000000002324.jpg,7
2079,1000000000955.jpg,14
2080,1000000001215.jpg,4
2081,1000000002433.jpg,9
2082,1000000002853.jpg,1
2083,1000000001515.jpg,6
2084,1000000002391.jpg,11
2085,1000000000769.jpg,8
2086,1000000001685.jpg,10
2087,1000000000130.jpg,13
2088,1000000002919.jpg,7
2089,1000000002135.jpg,10
2090,1000000001482.jpg,10
2091,1000000000330.jpg,3
2092,1000000001238.jpg,5
2093,1000000000466.jpg,14
2094,1000000002169.jpg,14
2095,1000000001638.jpg,11
2096,1000000001095.jpg,16
2097,1000000001130.jpg,8
2098,1000000001294.jpg,8
2099,1000000000860.jpg,4
